title,type,genres,releaseYear,imdbId,imdbAverageRating,imdbNumVotes,availableCountries
Frost/Nixon,movie,"Biography, Drama, History",2008,tt0870111,7.6,114688,
Knife in the Water,movie,"Drama, Thriller",1962,tt0056291,7.4,24469,
The Silence,movie,Drama,1963,tt0057611,7.7,22095,
Body Double,movie,"Crime, Drama, Mystery",1984,tt0086984,6.8,42741,
Cobra Verde,movie,"Adventure, Drama",1987,tt0094888,6.9,8840,
Pretty in Pink,movie,"Comedy, Drama, Romance",1986,tt0091790,6.7,92720,
Thief,movie,"Action, Crime, Drama",1981,tt0083190,7.4,44196,
Lawnmower Man 2: Beyond Cyberspace,movie,"Action, Sci-Fi, Thriller",1995,tt0116839,2.6,10593,
Book of Shadows: Blair Witch 2,movie,"Adventure, Fantasy, Horror",2000,tt0229260,4.1,41226,
The Emerald Forest,movie,"Action, Adventure, Drama",1985,tt0089087,6.9,11701,
The Misfits,movie,"Drama, Romance, Western",1961,tt0055184,7.2,24659,
Kingpin,movie,"Comedy, Sport",1996,tt0116778,6.9,94299,
Cabin Fever,movie,Horror,2002,tt0303816,5.6,86490,
Small Soldiers,movie,"Action, Adventure, Comedy",1998,tt0122718,6.3,108928,
Blues Brothers 2000,movie,"Action, Comedy, Crime",1998,tt0118747,4.9,35631,
Hellraiser III: Hell on Earth,movie,Horror,1992,tt0104409,5.5,36855,
Inspector Clouseau,movie,"Comedy, Crime, Mystery",1968,tt0063135,4.8,3466,
The Great Train Robbery,movie,"Adventure, Crime, Drama",1978,tt0079240,6.9,20780,
The Exorcist III,movie,"Drama, Horror, Mystery",1990,tt0099528,6.5,41470,
Another 48 Hrs.,movie,"Action, Comedy, Crime",1990,tt0099044,5.9,46390,
Stir of Echoes,movie,"Horror, Mystery, Thriller",1999,tt0164181,6.9,91011,
Through a Glass Darkly,movie,Drama,1961,tt0055499,7.9,28563,
Even Angels Eat Beans,movie,"Action, Comedy, Crime",1973,tt0069713,6.2,3526,
Thieves and Robbers,movie,"Comedy, Crime",1983,tt0083715,5.6,2358,
Bomber,movie,"Action, Comedy, Crime",1982,tt0083675,6.2,4611,
Go for It,movie,"Action, Adventure, Comedy",1983,tt0085601,7.1,11639,
The Haunting,movie,"Fantasy, Horror, Mystery",1999,tt0171363,5,82776,
Flushed Away,movie,"Action, Adventure, Animation",2006,tt0424095,6.6,145156,
Mamma Mia!,movie,"Comedy, Musical, Romance",2008,tt0795421,6.5,292760,
Vanity Fair,movie,Drama,2004,tt0241025,6.2,23928,
Old School,movie,Comedy,2003,tt0302886,7,251360,
Blow Out,movie,"Crime, Drama, Mystery",1981,tt0082085,7.4,70226,
Ran,movie,"Action, Drama, War",1985,tt0089881,8.2,145024,
Five Fingers,movie,"Drama, Thriller",2006,tt0428541,6.3,8516,
Cronos,movie,"Drama, Fantasy, Horror",1992,tt0104029,6.7,34769,
The Virgin Spring,movie,Drama,1960,tt0053976,8,32939,
Le cercle rouge,movie,"Crime, Drama, Thriller",1970,tt0065531,7.9,30442,
Following,movie,"Crime, Mystery, Thriller",1998,tt0154506,7.4,106439,
Joyeux Noel,movie,"Drama, History, Music",2005,tt0424205,7.6,33218,
Street Fighter,movie,"Action, Adventure, Comedy",1994,tt0111301,4.1,78073,
Halloween H20: 20 Years Later,movie,"Horror, Thriller",1998,tt0120694,5.8,85682,
Crime Busters,movie,"Action, Adventure, Comedy",1977,tt0074442,7.1,13596,
Bloodsport,movie,"Action, Biography, Drama",1988,tt0092675,6.8,99363,
Stroszek,movie,"Comedy, Drama",1977,tt0075276,7.7,16036,
Bad Lieutenant: Port of Call New Orleans,movie,"Crime, Drama, Mystery",2009,tt1095217,6.6,83201,
Smiles of a Summer Night,movie,"Comedy, Romance",1955,tt0048641,7.7,15267,
Kiss of the Spider Woman,movie,Drama,1985,tt0089424,7.3,18370,
The Secret of NIMH,movie,"Adventure, Animation, Drama",1982,tt0084649,7.5,47813,
Red Road,movie,"Drama, Mystery, Thriller",2006,tt0471030,6.8,14051,
Camille Claudel,movie,"Biography, Drama, History",1988,tt0094828,7.3,7755,
The Enigma of Kaspar Hauser,movie,"Biography, Drama, History",1974,tt0071691,7.7,19660,
Sanjuro,movie,"Action, Drama, Thriller",1962,tt0056443,8,42965,
Peacock,movie,"Drama, Mystery, Thriller",2010,tt1188113,6.2,12975,
A Series of Unfortunate Events,movie,"Adventure, Comedy, Family",2004,tt0339291,6.8,226980,
Intolerable Cruelty,movie,"Comedy, Crime, Romance",2003,tt0138524,6.3,104049,
Buena Vista Social Club,movie,"Documentary, Music",1999,tt0186508,7.6,21463,
The Hound of the Baskervilles,movie,"Horror, Mystery",1959,tt0052905,6.9,13520,
Viva Maria!,movie,"Adventure, Comedy, Romance",1965,tt0059956,6.3,4209,
Beethoven,movie,"Comedy, Drama, Family",1992,tt0103786,5.7,79240,
Jab We Met,movie,"Comedy, Drama, Romance",2007,tt1093370,7.9,62493,
Weird Science,movie,"Comedy, Romance, Sci-Fi",1985,tt0090305,6.6,102494,
Wimbledon,movie,"Comedy, Romance, Sport",2004,tt0360201,6.3,68271,
Sexy Beast,movie,"Crime, Drama, Thriller",2000,tt0203119,7.3,73186,
Trinity Is Still My Name,movie,"Comedy, Western",1971,tt0068154,7.2,18407,
Amistad,movie,"Biography, Drama, History",1997,tt0118607,7.3,85542,
The SpongeBob SquarePants Movie,movie,"Adventure, Animation, Comedy",2004,tt0345950,7.2,108372,
Watership Down,movie,"Adventure, Animation, Drama",1978,tt0078480,7.5,41737,
The Return of the Pink Panther,movie,"Comedy, Crime, Mystery",1975,tt0072081,7,31218,
Intimacy,movie,"Drama, Romance",2001,tt0256103,6,13713,
Invasion of the Body Snatchers,movie,"Horror, Sci-Fi",1978,tt0077745,7.4,76630,
Sabrina,movie,"Comedy, Drama, Romance",1995,tt0114319,6.3,46067,
Big Fat Liar,movie,"Adventure, Comedy, Family",2002,tt0265298,5.5,41981,
The Color of Money,movie,"Drama, Sport",1986,tt0090863,7,97736,
Yojimbo,movie,"Action, Drama, Thriller",1961,tt0055630,8.2,138554,
Dog Soldiers,movie,"Action, Horror, Thriller",2002,tt0280609,6.8,68920,
Iris,movie,"Biography, Drama, Romance",2001,tt0280778,7,19549,
Runaway Train,movie,"Action, Adventure, Drama",1985,tt0089941,7.2,35263,
Throw Momma from the Train,movie,"Comedy, Crime, Thriller",1987,tt0094142,6.3,42835,
Kind Hearts and Coronets,movie,"Comedy, Crime",1949,tt0041546,8,40936,
Even Dwarfs Started Small,movie,"Comedy, Drama",1970,tt0065436,6.7,6515,
Underground,movie,"Comedy, Drama, Fantasy",1995,tt0114787,8,62978,
The Company of Wolves,movie,"Drama, Fantasy, Horror",1984,tt0087075,6.6,19934,
Suspiria,movie,Horror,1977,tt0076786,7.3,112295,
Two Mules for Sister Sara,movie,"Adventure, Drama, Romance",1970,tt0065134,7,32468,
City of Women,movie,"Comedy, Drama, Fantasy",1980,tt0080539,6.9,8540,
Merry Christmas Mr. Lawrence,movie,"Drama, War",1983,tt0085933,7.2,21426,
Lifeforce,movie,"Action, Horror, Mystery",1985,tt0089489,6.1,32335,
UHF,movie,"Comedy, Sci-Fi",1989,tt0098546,6.9,33165,
Three Days of the Condor,movie,"Crime, Mystery, Thriller",1975,tt0073802,7.4,66252,
Into the Blue,movie,"Action, Adventure, Crime",2005,tt0378109,5.9,81905,
Much Ado About Nothing,movie,"Comedy, Drama, Romance",1993,tt0107616,7.3,54213,
The Little World of Don Camillo,movie,Comedy,1952,tt0043918,7.6,5067,
Thirteen Days,movie,"Drama, History, Thriller",2000,tt0146309,7.3,65016,
The Rainmaker,movie,"Crime, Drama, Thriller",1997,tt0119978,7.2,87116,
Queen of the Damned,movie,"Drama, Fantasy, Horror",2002,tt0238546,5.3,62556,
Betty Blue,movie,"Drama, Romance",1986,tt0090563,7.3,24294,
Mad Money,movie,"Comedy, Crime, Thriller",2008,tt0951216,5.9,23593,
The Tall Blond Man with One Black Shoe,movie,"Comedy, Mystery",1972,tt0068655,7.2,9766,
Just Married,movie,"Comedy, Romance",2003,tt0305711,5.5,76343,
Jackass Number Two,movie,"Action, Comedy, Documentary",2006,tt0493430,7,81802,
From Dusk Till Dawn 2: Texas Blood Money,movie,"Crime, Horror, Thriller",1999,tt0120860,4.2,18098,
The Pink Panther,movie,"Adventure, Comedy, Crime",2006,tt0383216,5.7,95949,
Oi! Warning,movie,Drama,1999,tt0183076,6.1,835,
Windtalkers,movie,"Action, Drama, War",2002,tt0245562,6.1,75724,
Nutty Professor II: The Klumps,movie,"Comedy, Romance, Sci-Fi",2000,tt0144528,4.5,54715,
Bad Lieutenant,movie,"Crime, Drama, Thriller",1992,tt0103759,7,50722,
Frailty,movie,"Crime, Drama, Thriller",2001,tt0264616,7.2,96253,
Vampire in Brooklyn,movie,"Comedy, Fantasy, Horror",1995,tt0114825,4.7,26099,
The Hurt Locker,movie,"Drama, Thriller, War",2008,tt0887912,7.5,485874,
The Wrestler,movie,"Drama, Sport",2008,tt1125849,7.9,326332,
The First Day of the Rest of Your Life,movie,Drama,2008,tt0926759,7.5,10302,
Heaven Can Wait,movie,"Comedy, Fantasy, Romance",1978,tt0077663,6.9,24809,
Pathology,movie,"Crime, Horror, Thriller",2008,tt0964539,5.9,34245,
Four Christmases,movie,"Comedy, Drama, Romance",2008,tt0369436,5.7,85042,
Flight of the Red Balloon,movie,"Drama, Family",2007,tt0826711,6.5,4255,
Edge of Darkness,movie,"Action, Adventure, Drama",2010,tt1226273,6.6,101772,
The Testament of Dr. Mabuse,movie,"Crime, Mystery, Thriller",1933,tt0023563,7.9,14181,
12 Angry Men,movie,"Crime, Drama",1997,tt0118528,7.8,19583,
The Olsen Gang in a Fix,movie,"Comedy, Crime, Family",1969,tt0064755,6.4,2094,
Faces of Death,movie,"Documentary, Horror",1978,tt0077533,4.2,8624,
Mo' Money,movie,"Action, Comedy, Crime",1992,tt0104897,5.5,8583,
Biker Boyz,movie,"Action, Drama",2003,tt0326769,4.7,14490,
Carlito's Way: Rise to Power,movie,"Action, Crime, Drama",2005,tt0427038,5,5021,
The Pink Panther Strikes Again,movie,"Comedy, Crime",1976,tt0075066,7.1,33419,
The Last Exploits of the Olsen Gang,movie,"Comedy, Crime, Family",1974,tt0071939,7.1,2104,
Factory Girl,movie,"Biography, Drama",2006,tt0432402,6.3,22760,
Kuselan,movie,"Comedy, Drama, Family",2008,tt1273218,4.9,1265,
Undercover Brother,movie,"Action, Comedy",2002,tt0279493,5.9,37194,
Spy Kids 3: Game Over,movie,"Action, Adventure, Comedy",2003,tt0338459,4.4,69280,
A Perfect Getaway,movie,"Drama, Mystery, Thriller",2009,tt0971209,6.5,78879,
Slumdog Millionaire,movie,"Crime, Drama, Romance",2008,tt1010048,8,897053,
Underworld: Rise of the Lycans,movie,"Action, Fantasy, Thriller",2009,tt0834001,6.5,172267,
Mark of an Angel,movie,Drama,2008,tt1146314,6.7,928,
All or Nothing,movie,Drama,2002,tt0286261,7.5,11911,
Candyman: Day of the Dead,movie,"Horror, Thriller",1999,tt0165662,3.9,8178,
Gridlock'd,movie,"Comedy, Crime, Drama",1997,tt0119225,6.9,17094,
High and Low,movie,"Crime, Drama, Mystery",1963,tt0057565,8.4,61345,
The Singing Ringing Tree,movie,"Adventure, Family, Fantasy",1957,tt0052199,7,1053,
Calvaire,movie,"Drama, Horror, Thriller",2004,tt0407621,6.1,14650,
Honeymoon in Vegas,movie,"Comedy, Romance, Thriller",1992,tt0104438,5.9,19871,
Bug,movie,"Drama, Horror, Thriller",2006,tt0470705,6.1,39475,
Southern Comfort,movie,"Action, Thriller",1981,tt0083111,7.1,23508,
Rottweiler,movie,"Horror, Sci-Fi, Thriller",2004,tt0371920,3.1,2491,
Bring It on: Again,movie,"Comedy, Sport",2004,tt0334965,4.5,11199,
The Olsen Gang - Final Mission,movie,"Comedy, Crime, Family",1998,tt0130156,5.2,1713,
Serengeti,movie,Documentary,1959,tt0053268,7.8,458,
Ghosts of Girlfriends Past,movie,"Comedy, Fantasy, Romance",2009,tt0821640,5.8,97366,
The Woman Next Door,movie,"Drama, Romance",1981,tt0082370,7.2,9336,
Without a Clue,movie,"Comedy, Crime, Mystery",1988,tt0096454,6.9,11602,
Jimmy Neutron: Boy Genius,movie,"Action, Adventure, Animation",2001,tt0268397,6.1,39568,
Below,movie,"Action, Horror, Mystery",2002,tt0276816,6.1,25301,
Santa's Slay,movie,"Comedy, Fantasy, Horror",2005,tt0393685,5.4,11817,
The Olsen Gang Goes to War,movie,"Comedy, Crime, Family",1978,tt0078026,7,1918,
Hellraiser: Inferno,movie,"Crime, Horror, Mystery",2000,tt0229440,5.4,20246,
Jo,movie,"Comedy, Crime, Thriller",1971,tt0067274,7.1,3966,
A Very Brady Sequel,movie,Comedy,1996,tt0118073,5.9,12195,
Death of a Salesman,movie,Drama,1985,tt0089006,7.2,12179,
Violent Cop,movie,"Action, Crime, Drama",1989,tt0098360,7.1,13645,
Broadcast News,movie,"Comedy, Drama, Romance",1987,tt0092699,7.3,35599,
Inhale,movie,"Drama, Thriller",2010,tt1196340,6.5,6797,
Soul Plane,movie,Comedy,2004,tt0367085,4.6,25578,
"Angus, Thongs and Perfect Snogging",movie,"Comedy, Drama, Romance",2008,tt0963743,6.3,31204,
Still Smokin,movie,"Comedy, Music",1983,tt0086366,5.4,8281,
Hellraiser: Hellworld,movie,Horror,2005,tt0354623,4.2,13787,
Dominion: Prequel to the Exorcist,movie,"Drama, Horror, Thriller",2005,tt0449086,5.1,14408,
That Touch of Mink,movie,"Comedy, Romance",1962,tt0056575,6.6,11341,
The Olsen Gang Outta Sight,movie,"Comedy, Crime, Family",1977,tt0076495,6.7,1839,
The Olsen Gang Never Surrenders,movie,"Comedy, Crime, Family",1979,tt0079662,6.8,1886,
Firewalker,movie,"Action, Adventure, Comedy",1986,tt0091055,5.1,8332,
The Convent,movie,"Comedy, Horror",2000,tt0217331,5.2,3407,
Beyond the Law,movie,Western,1968,tt0062645,6,1597,
Autumn Sonata,movie,"Drama, Music",1978,tt0077711,8.1,40237,
Serving Sara,movie,"Comedy, Romance",2002,tt0261289,5.3,19381,
Leap of Faith,movie,"Comedy, Drama, Romance",1992,tt0104695,6.1,15364,
Last Exit to Brooklyn,movie,Drama,1989,tt0097714,6.8,7382,
Flesh+Blood,movie,"Adventure, Drama",1985,tt0089153,6.7,21342,
Johnny Stecchino,movie,"Comedy, Crime, Romance",1991,tt0102164,7.2,12050,
The Duchess,movie,"Biography, Drama, History",2008,tt0864761,6.9,89281,
Ghost Town,movie,"Comedy, Drama, Fantasy",2008,tt0995039,6.7,79554,
Birdwatchers,movie,Drama,2008,tt1054674,6.8,932,
Leaves of Grass,movie,"Comedy, Crime, Drama",2009,tt1151359,6.4,28392,
Blue State,movie,"Comedy, Drama, Romance",2007,tt0780486,5.9,2503,
Belly,movie,"Crime, Drama",1998,tt0158493,6.2,13269,
Scooby-Doo and the Loch Ness Monster,movie,"Adventure, Animation, Comedy",2004,tt0418141,6.6,6521,
Gonzo,movie,"Biography, Documentary, Music",2008,tt0479468,7.6,8655,
An American Crime,movie,"Biography, Crime, Drama",2007,tt0802948,7.2,39090,
Unstable Fables: Tortoise vs. Hare,movie,"Animation, Comedy, Family",2008,tt1086798,5.1,779,
Flakes,movie,Comedy,2007,tt0462295,5.9,3574,
Rogue,movie,"Action, Drama, Horror",2007,tt0479528,6.2,35013,
Eagle Eye,movie,"Action, Mystery, Thriller",2008,tt1059786,6.6,198884,
Rise of the Footsoldier,movie,"Action, Biography, Crime",2007,tt0901507,6.7,22465,
Adulthood,movie,"Crime, Drama",2008,tt1126596,6.6,13361,
Rocket Science,movie,"Comedy, Drama",2007,tt0477078,6.5,13878,
Sunshine Cleaning,movie,"Comedy, Drama",2008,tt0862846,6.8,75402,
Paid in Full,movie,"Action, Crime, Drama",2002,tt0259484,7,15222,
Heart of Stone,movie,"Family, Fantasy, Romance",1950,tt0042627,7.3,735,
Mother Holly,movie,"Family, Fantasy",1963,tt0172467,6.4,310,
Henry Poole Is Here,movie,"Comedy, Drama",2008,tt1029120,6.4,13270,
In Search of a Midnight Kiss,movie,"Comedy, Romance",2007,tt0989000,7.2,8460,
Pride and Glory,movie,"Crime, Drama, Thriller",2008,tt0482572,6.6,64825,
Georgia Rule,movie,"Comedy, Drama",2007,tt0791304,5.9,28446,
The Baxter,movie,"Comedy, Romance",2005,tt0401244,6.4,5057,
The Ex,movie,"Comedy, Romance",2006,tt0458364,5.4,18454,
Battle in Seattle,movie,"Action, Drama, History",2007,tt0850253,6.6,15401,
A Charlie Brown Christmas,movie,"Animation, Comedy, Drama",1965,tt0059026,8.3,47481,
Saved!,movie,"Comedy, Drama",2004,tt0332375,6.7,50239,
Hellboy Animated: Blood and Iron,movie,"Action, Adventure, Animation",2007,tt0817910,6.6,4562,
A Complete History of My Sexual Failures,movie,"Comedy, Documentary",2008,tt1037033,6.2,3886,
Friday the 13th,movie,"Horror, Mystery, Thriller",2009,tt0758746,5.5,122536,
The Dam Busters,movie,"Drama, History, War",1955,tt0046889,7.4,11915,
Shattered,movie,"Crime, Drama, Thriller",2007,tt0489664,6.6,34494,
Semi-Pro,movie,"Comedy, Sport",2008,tt0839980,5.8,88031,
Traitor,movie,"Action, Crime, Drama",2008,tt0988047,6.9,60208,
Die Geschichte vom kleinen Muck,movie,"Family, Fantasy",1953,tt0045470,6.8,879,
The Goose Princess,movie,"Family, Fantasy",1989,tt0095210,6.7,213,
King Thrushbeard,movie,Fantasy,1965,tt0059372,6.7,316,
Snow-White and Rose-Red,movie,"Family, Fantasy",1979,tt0210964,6.6,502,
Snow White,movie,"Family, Fantasy, Romance",1961,tt0173173,6.4,294,
Let the Right One In,movie,"Drama, Fantasy, Horror",2008,tt1139797,7.8,234082,
Inside,movie,Horror,2007,tt0856288,6.7,46971,
It's a Very Merry Muppet Christmas Movie,movie,"Adventure, Comedy, Family",2002,tt0329737,6.2,5044,
"It's the Great Pumpkin, Charlie Brown",movie,"Animation, Comedy, Family",1966,tt0060550,8.1,23379,
Empire,movie,"Crime, Drama, Thriller",2002,tt0262396,5.9,8067,
Brighton Rock,movie,"Crime, Drama, Film-Noir",1948,tt0039220,7.3,7366,
Transporter 3,movie,"Action, Thriller",2008,tt1129442,6.1,182180,
Righteous Kill,movie,"Crime, Mystery, Thriller",2008,tt1034331,6,94191,
The Wash,movie,Comedy,2001,tt0290332,4.8,7996,
State Property: Blood on the Streets,movie,"Action, Crime, Drama",2005,tt0403537,4.5,1601,
Friday Night Lights,movie,"Action, Drama, Sport",2004,tt0390022,7.2,69038,
Antwone Fisher,movie,"Biography, Drama",2002,tt0168786,7.3,39824,
Roger Dodger,movie,"Comedy, Drama",2002,tt0299117,6.8,18187,
Volcanoes of the Deep Sea,movie,Documentary,2003,tt0331068,6.9,368,
Angels & Demons,movie,"Mystery, Thriller",2009,tt0808151,6.7,319136,
P2,movie,"Crime, Horror, Thriller",2007,tt0804516,5.9,37994,
Star Trek,movie,"Action, Adventure, Sci-Fi",2009,tt0796366,7.9,630460,
A Charlie Brown Thanksgiving,movie,"Animation, Comedy, Family",1973,tt0068359,7.7,13281,
"Welcome Home, Roscoe Jenkins",movie,"Comedy, Romance",2008,tt0494652,5.5,16299,
Red Sonja,movie,"Action, Adventure, Drama",2025,tt0800175,,,
Captain Alatriste: The Spanish Musketeer,movie,"Adventure, Drama, History",2006,tt0395119,6.1,14351,
Man of the House,movie,"Comedy, Crime",2005,tt0331933,5.5,26066,
"Yours, Mine & Ours",movie,"Comedy, Family, Romance",2005,tt0443295,5.5,31353,
Texas Rangers,movie,"Action, Adventure, Drama",2001,tt0193560,5.2,6520,
The Perfect Score,movie,"Comedy, Crime, Drama",2004,tt0314498,5.7,26844,
Rawhead Rex,movie,"Fantasy, Horror, Mystery",1986,tt0091829,5.2,7050,
Mirrors,movie,"Horror, Mystery",2008,tt0790686,6.1,117120,
How to Rob a Bank (and 10 Tips to Actually Get Away with It),movie,"Comedy, Crime, Mystery",2007,tt0762104,5.9,6261,
The Changeling,movie,"Horror, Mystery",1980,tt0080516,7.1,42694,
Eight Men Out,movie,"Drama, History, Sport",1988,tt0095082,7.2,23240,
The Gravedancers,movie,Horror,2006,tt0435653,5.4,10363,
Sleepaway Camp,movie,Horror,1983,tt0086320,6.2,41445,
Tourist Trap,movie,Horror,1979,tt0080040,6,14231,
Twisted,movie,"Crime, Drama, Mystery",2004,tt0315297,5.3,24436,
Lower Learning,movie,Comedy,2008,tt1129381,4,2993,
The Spy Who Came in from the Cold,movie,"Drama, Thriller",1965,tt0059749,7.5,19745,
Eddie Izzard: Definite Article,movie,"Comedy, Documentary",1996,tt0116066,8.3,2226,
Eddie Izzard: Glorious,movie,"Comedy, Documentary",1997,tt0195753,8.3,2625,
Bad Boys,movie,"Crime, Drama, Thriller",1983,tt0085210,7.2,18065,
Mesrine: Killer Instinct,movie,"Action, Biography, Crime",2008,tt1259014,7.5,36073,
The Air I Breathe,movie,"Crime, Drama, Thriller",2007,tt0485851,6.7,35321,
All I Want for Christmas,movie,"Comedy, Family, Romance",1991,tt0101301,5.9,5915,
Better Off Dead,movie,"Comedy, Romance",1985,tt0088794,7.1,51368,
Catch and Release,movie,"Comedy, Drama, Romance",2006,tt0395495,5.9,29471,
Bottle Rocket,movie,"Comedy, Crime, Drama",1996,tt0115734,6.9,86365,
Peaceful Warrior,movie,"Drama, Romance, Sport",2006,tt0438315,7.2,30846,
The Happy Elf,movie,"Adventure, Animation, Family",2005,tt0492460,5.1,508,
At Close Range,movie,"Crime, Drama",1986,tt0090670,6.9,19309,
Satan,movie,"Comedy, Horror, Thriller",2006,tt0450843,5.6,9779,
Scrooge,movie,"Drama, Family, Fantasy",1970,tt0066344,7.5,13327,
Dickie Roberts: Former Child Star,movie,Comedy,2003,tt0325258,5.6,16048,
Fast & Furious,movie,"Action, Thriller",2009,tt1013752,6.5,324758,
Defiance,movie,"Action, Drama, History",2008,tt1034303,7.1,158940,
Fresh,movie,"Crime, Drama, Thriller",1994,tt0109842,7.5,15617,
Idlewild,movie,"Crime, Drama, Musical",2006,tt0417225,6.2,5929,
Superstar,movie,"Comedy, Romance",1999,tt0167427,5.2,21106,
"Surfer, Dude",movie,Comedy,2008,tt0976247,4.6,9380,
The Chaser,movie,"Action, Crime, Drama",2008,tt1190539,7.8,77025,
Toxic,movie,"Drama, Thriller",2008,tt0453560,3.6,996,
Take,movie,"Crime, Drama, Thriller",2007,tt0815138,5.8,1746,
Passengers,movie,"Mystery, Romance, Thriller",2008,tt0449487,5.8,40301,
Persuasion,movie,"Drama, Family, Romance",2007,tt0844330,7.4,17245,
All About the Benjamins,movie,"Action, Comedy, Crime",2002,tt0278295,5.8,16138,
Fly Me to the Moon 3D,movie,"Adventure, Animation, Family",2007,tt0486321,4.5,4896,
ATL,movie,"Comedy, Crime, Drama",2006,tt0466856,6.2,12660,
Miss Potter,movie,"Biography, Drama, Romance",2006,tt0482546,7,33098,
Wild Child,movie,Comedy,2008,tt1024255,6.1,66751,
Romance & Cigarettes,movie,"Comedy, Musical, Romance",2005,tt0368222,6.2,13266,
