ID	Gender	Age	Org_type	Role	info_work	info_org	info_vision	info_change	info_intracomm	info_mgmttrust	info_mgmttocow	info_cowtomgmt	org_openmind	org_intracommtrust	org_participation	org_gossip	org_discuss_mediaimage	org_discuss_news	org_discuss_meetings	org_email	org_discuss_socmedia	org_discuss_consumer	cow_com_dialogue	cow_com_criticism	cow_com_feedback	cow_com_checkinfo	cow_com_speakwell	rarversioncow_com_responsibility	extcomm	femcomm_performance	femcomm_mgmt	femcomm_opportunity	femcomm_support	femcomm_barriers	publicimage_competence	publicImage_responsibility	publicImage_openess	publicImage_efficiency	publicImage_credibility	publicImage_visibility	stakeholderimage_competence	stakeholderimage_responsibility	stakeholmderimage_openess	stakeholderimage_efficiency	stakeholderimage_credibility	stakeholderimage_visibility	mediaimage_correct	mediaimage_fair	mediaimage_nuance	socialmediaimage_correct	socialmediaimage_fair	socialmediaimage_nuance	mediaimage_feeling	mediaimage_workeffect	mediaimage_importance	mediaimage_reactions	mediaimage_fakenews
1354	Female	1979.0	Private	Coworker	5.0	4.0	2.0	4.0	4.0	5.0			4.0	5.0	5.0	4.0	4.0	5.0		4.0	4.0	5.0	5.0	1.0	4.0	5.0	5.0	5.0	5.0						4.0	4.0	4.0	4.0	4.0	4.0	2.0	2.0	2.0	2.0	3.0	3.0	2.0	2.0	2.0				4.0	3.0	2.0	5.0	4.0
1355	Female	1974.0	Private	Communicator or equivalent 	5.0	4.0	5.0	4.0	2.0	3.0	2.0	4.0	4.0	4.0		4.0	1.0	4.0	2.0	4.0	2.0	5.0	4.0	5.0	5.0	4.0	4.0	4.0	2.0						5.0	2.0	1.0	2.0	4.0	1.0	5.0	3.0	4.0	4.0	2.0	2.0											
1356	Female	1963.0	Private	Communicator or equivalent 	2.0	1.0	2.0	2.0	1.0	3.0	4.0	4.0	2.0	3.0	2.0	4.0	1.0	1.0	5.0	4.0	1.0	3.0	3.0	3.0	3.0	5.0	4.0	2.0	5.0	1.0	1.0	1.0	1.0	1.0	3.0	4.0	2.0	2.0	3.0	2.0	3.0	4.0	2.0	2.0	3.0	2.0	2.0	3.0	3.0	3.0	3.0	3.0	2.0	3.0	2.0	3.0	4.0
1357	Female	1977.0	Private	Communicator or equivalent 	4.0	4.0	5.0	5.0	3.0	4.0		4.0	4.0	5.0	4.0	4.0	2.0	4.0	4.0	2.0	1.0	5.0	4.0	4.0	4.0	5.0	5.0	5.0	5.0	5.0	5.0	5.0	4.0	5.0	5.0	5.0	4.0	5.0	4.0	1.0	4.0	2.0	4.0	2.0	4.0	4.0	2.0	4.0	4.0				4.0	3.0	4.0	2.0	4.0
1358	Female	1977.0	Private	Coworker	2.0	2.0	4.0	4.0	2.0	4.0			4.0	5.0	4.0	2.0	4.0	3.0	4.0	2.0	1.0	2.0	4.0	4.0	3.0	5.0	5.0	2.0	5.0						5.0	4.0	4.0		5.0	5.0	4.0	4.0	2.0	2.0	5.0	4.0	4.0	4.0	2.0	5.0	2.0	2.0	4.0	3.0	2.0	2.0	5.0
1359	Female	1974.0	Private	Manager	4.0	4.0	4.0	5.0	4.0	4.0	1.0	4.0	2.0	4.0	4.0	4.0	2.0	2.0	4.0	4.0	2.0	4.0							4.0						3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0
1360	Male	1971.0	Private	Manager	4.0	4.0	5.0	3.0	2.0	4.0	1.0	1.0	5.0	4.0	3.0	2.0	4.0	5.0	4.0	2.0	1.0	5.0							2.0						5.0	4.0	4.0	5.0	5.0	4.0	5.0	4.0	5.0	3.0	4.0	4.0	5.0	5.0		5.0	5.0	4.0	4.0	4.0	5.0	4.0	1.0
1361	Male	1983.0	Private	Manager	5.0	4.0	3.0	4.0	4.0	5.0	1.0		5.0	5.0	5.0	4.0	4.0	4.0	3.0	2.0	2.0	4.0							3.0						4.0	4.0	4.0		4.0	3.0	4.0	4.0	3.0	4.0	4.0	3.0											
1362	Female	1965.0	Private	Coworker	4.0	4.0	5.0	5.0	4.0	5.0	2.0	1.0	4.0	5.0	5.0	3.0	4.0	4.0	4.0	3.0	3.0	3.0	4.0	4.0		5.0	5.0	4.0	5.0						5.0	5.0	4.0		5.0	5.0	5.0	5.0	4.0	4.0	4.0	5.0							4.0	3.0	5.0	4.0	4.0
1363	Female	1986.0	Private	Communicator or equivalent 	4.0	5.0	5.0	5.0	2.0	5.0	2.0	2.0	5.0	5.0	5.0	1.0	4.0	2.0	2.0	2.0	3.0	5.0	5.0	5.0	5.0	5.0	5.0	5.0	5.0	1.0	1.0	1.0	1.0	1.0	5.0	4.0	5.0	5.0	4.0	2.0	5.0	5.0	5.0	5.0	5.0	5.0	5.0	5.0	5.0	5.0	5.0	4.0	5.0	4.0	5.0	3.0	4.0
1364	Male	1952.0	Private	Coworker									4.0	4.0	4.0	3.0	3.0	4.0	4.0	3.0	1.0	4.0	4.0	4.0	4.0	5.0	5.0	4.0	4.0						5.0	5.0	4.0	5.0	4.0	4.0	4.0	4.0	4.0	4.0	4.0	4.0	4.0	4.0	4.0				4.0	4.0	4.0	5.0	5.0
1365	Female	1962.0	Private	Coworker	4.0	4.0	5.0	4.0	4.0	5.0	1.0	1.0	4.0	5.0	2.0	3.0	2.0	3.0	4.0	2.0	2.0	4.0	4.0	4.0	4.0	5.0	5.0	4.0	4.0						5.0	5.0	4.0	5.0		5.0	5.0	4.0	4.0	4.0	4.0	5.0	4.0	4.0	4.0	4.0	4.0	4.0	5.0	3.0	5.0	2.0	5.0
1366	Female	1973.0	Private	Coworker	4.0	2.0	2.0	1.0	1.0	1.0	2.0	1.0	1.0	2.0	2.0	3.0	2.0	4.0	5.0	1.0	1.0	5.0	4.0	4.0	4.0	2.0	3.0	1.0	5.0						5.0		1.0	4.0	2.0	2.0	4.0	4.0	2.0	2.0	2.0	5.0	3.0	3.0	3.0				2.0	3.0		2.0	4.0
1367	Female	1980.0	Private	Communicator or equivalent 	4.0	1.0	4.0	4.0	1.0	4.0	2.0	1.0	4.0	2.0	2.0	4.0	1.0	4.0	4.0	1.0	1.0	2.0	4.0	4.0	4.0	4.0	5.0	4.0	4.0	2.0	2.0	2.0	2.0	2.0	5.0	5.0	2.0	4.0	5.0	2.0	5.0	5.0	4.0	5.0	5.0	5.0											
1368	Female	1959.0	Private	Coworker	5.0	4.0	5.0	5.0	4.0	5.0	2.0	2.0	4.0	5.0	5.0	2.0	4.0	4.0	4.0	4.0	3.0	5.0	5.0	4.0	4.0	5.0	5.0	5.0	5.0						5.0	5.0	4.0	5.0	5.0	5.0	5.0	5.0	5.0	5.0	5.0	5.0	5.0	4.0	4.0	4.0	4.0	4.0	5.0	3.0	5.0	4.0	4.0
1369	Male	1971.0	Private	Coworker	4.0	3.0	2.0	2.0	1.0	4.0		1.0	1.0	3.0	4.0	2.0	5.0	3.0	4.0	4.0	4.0	5.0	4.0	5.0	4.0	5.0	5.0	5.0	5.0						5.0	5.0	3.0		4.0	3.0	3.0	4.0	3.0	4.0	5.0	3.0							4.0		3.0	4.0	5.0
1370	Female	1972.0	Private	Coworker	5.0		5.0	5.0	4.0	4.0	1.0	3.0	2.0	4.0	4.0	3.0	3.0	3.0	4.0	2.0	1.0	5.0	5.0	5.0	5.0	5.0	5.0	5.0	5.0						3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0							3.0	3.0	3.0	3.0	3.0
1371	Female	1974.0	Private	Coworker	4.0	4.0	5.0	2.0		4.0			2.0	4.0	2.0		3.0	3.0	4.0	2.0	1.0	4.0	5.0	5.0	5.0	5.0	4.0	5.0							3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0				3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0
1372	Female	1987.0	Private	Communicator or equivalent 	5.0	3.0	4.0	4.0	4.0	5.0	1.0	3.0	5.0	4.0	5.0	1.0	4.0	5.0	4.0	3.0	4.0	5.0	5.0	5.0	2.0	3.0	5.0	4.0	5.0	2.0	1.0	2.0	1.0	4.0	5.0	5.0	4.0	4.0	5.0	4.0	5.0	5.0	5.0	4.0	5.0	4.0	4.0	5.0	4.0	4.0	2.0	2.0	4.0	4.0	4.0	5.0	5.0
1373	Female	1985.0	Private	Coworker	4.0	5.0	5.0	5.0	4.0	4.0	3.0	1.0	3.0	4.0	4.0	3.0	3.0	4.0	4.0	3.0	3.0	3.0	5.0	5.0	5.0	5.0	4.0	5.0	5.0																								5.0	4.0	5.0	3.0	4.0
1374	Female	1966.0	Private	Manager	4.0	3.0	4.0	2.0	3.0	4.0	3.0	2.0	4.0	5.0	3.0	3.0	4.0	3.0	2.0	2.0	1.0	3.0							5.0						3.0	3.0	3.0	3.0	3.0	1.0	5.0	4.0	2.0	3.0	4.0	2.0	3.0	3.0	3.0	3.0	3.0	3.0	4.0	3.0	5.0	3.0	5.0
1375	Male	1974.0	Private	Coworker	5.0	4.0	4.0	5.0	5.0	5.0	4.0	4.0	4.0	4.0	5.0	3.0	5.0	4.0	4.0	2.0	2.0	4.0	4.0	5.0	3.0	4.0	4.0	5.0	5.0						5.0	5.0	4.0	4.0	5.0	4.0	4.0	5.0	5.0	5.0	4.0	5.0	5.0	5.0	5.0	5.0	5.0	4.0	4.0	3.0	3.0	5.0	4.0
1376	Male	1972.0	Private	Manager	2.0	4.0	2.0	4.0	1.0	4.0	2.0	2.0	2.0	2.0	4.0	4.0	3.0	4.0	5.0	1.0	2.0	4.0							5.0						4.0	4.0	4.0	4.0	4.0	4.0	4.0	4.0	4.0		4.0	4.0	5.0	5.0	5.0				4.0	3.0	4.0	4.0	3.0
1377	Male	1969.0	Private	Coworker	4.0	4.0	4.0	4.0	2.0	4.0	2.0	2.0	4.0	4.0	5.0	3.0	5.0	4.0	2.0	2.0	2.0	4.0	4.0	4.0	4.0	4.0	4.0	5.0	4.0						3.0	3.0	2.0		4.0	2.0	5.0	5.0	5.0	4.0	5.0	2.0	4.0	3.0	3.0				4.0	4.0	5.0	4.0	4.0
1378	Female	1959.0	Public	Manager	4.0	4.0	4.0		4.0	5.0	1.0		5.0	5.0	5.0		4.0	4.0	4.0			4.0							5.0						5.0	5.0	4.0	4.0	5.0	4.0	5.0	5.0	4.0	2.0		2.0	4.0						5.0	3.0	5.0	3.0	5.0
1379	Male	1977.0	Public	Coworker	5.0	2.0	4.0	2.0	4.0	3.0	5.0	4.0	5.0	5.0	4.0	5.0	4.0	4.0	4.0	5.0	2.0	5.0	5.0	5.0	4.0	5.0	5.0	4.0	4.0						4.0	4.0	3.0	2.0	4.0	2.0	5.0	5.0	4.0	5.0	5.0	4.0	4.0	4.0	4.0	5.0	5.0	4.0	4.0	4.0	5.0	3.0	4.0
1380	Male	1977.0	Public	Coworker	4.0	4.0	3.0	4.0	2.0	5.0	2.0	2.0	4.0	5.0	4.0	1.0	4.0	4.0	2.0	3.0	3.0	3.0	5.0	4.0	4.0	4.0	5.0	2.0	5.0						4.0	4.0	4.0	4.0	4.0	3.0	5.0	5.0	4.0	4.0	5.0	4.0	4.0	4.0	3.0	3.0	3.0	2.0	3.0	3.0	4.0	2.0	3.0
1381	Female	1982.0	Public	Communicator or equivalent 	4.0	2.0	4.0	3.0	2.0	5.0	2.0	1.0	5.0	5.0	4.0	1.0	4.0	2.0	2.0	4.0	4.0	2.0	4.0	4.0	5.0	4.0	5.0	4.0	5.0		2.0	1.0			5.0	5.0	2.0	2.0	5.0	3.0	5.0	5.0	4.0	4.0	5.0	4.0	5.0	4.0	4.0	4.0	4.0	4.0	4.0	4.0	5.0	2.0	5.0
1382	Male	1978.0	Public	Coworker	4.0	4.0	2.0	2.0		3.0			4.0	4.0	4.0		2.0	2.0	1.0	1.0	1.0	3.0	4.0	2.0	3.0	4.0	4.0	2.0	3.0						4.0	4.0	2.0	2.0	5.0	2.0	5.0	4.0	3.0	3.0	5.0	3.0	2.0	2.0	2.0				4.0	4.0	4.0	2.0	3.0
1383	Female	1973.0	Public	Manager	5.0	4.0	5.0	5.0	5.0	5.0	2.0	2.0	5.0	5.0	5.0	2.0	5.0	5.0	4.0	5.0	3.0	4.0							4.0						2.0	4.0	2.0	2.0	5.0	2.0	4.0	5.0	4.0	4.0	5.0	4.0	4.0	2.0	4.0	1.0	1.0	1.0	3.0	2.0	5.0	4.0	4.0
1384	Male	1962.0	Public	Coworker	4.0	5.0	5.0	5.0	4.0	5.0		1.0	5.0	4.0	5.0	1.0	4.0	5.0		5.0		4.0	5.0	4.0	4.0	5.0	5.0	4.0							5.0	5.0	5.0	5.0	5.0	3.0	5.0	5.0	5.0	5.0	5.0	4.0	5.0	5.0	5.0				4.0	4.0		3.0	5.0
1385	Male	1977.0	Public	Coworker	5.0	3.0	2.0	4.0	2.0	5.0	2.0	2.0	5.0	5.0	4.0	1.0	5.0	5.0	4.0	2.0	1.0	4.0	5.0	5.0	5.0	4.0	5.0	2.0	4.0						5.0	5.0	2.0	4.0	5.0	3.0	5.0	5.0	5.0	3.0	5.0	3.0	4.0	4.0	4.0	2.0	2.0	2.0	4.0	2.0	4.0	3.0	5.0
1386	Female	1987.0	Public	Coworker	4.0	3.0	5.0	3.0	2.0	4.0	3.0	3.0	3.0		4.0	2.0	4.0	4.0	4.0	3.0	2.0	2.0	4.0	4.0	4.0	4.0	4.0	4.0	1.0						2.0	2.0	3.0	2.0	3.0	2.0	2.0	2.0	2.0	1.0	1.0	2.0	2.0	2.0	1.0	3.0		3.0	2.0	2.0	2.0	2.0	2.0
1387	Female	1989.0	Public	Coworker	4.0	2.0	2.0	4.0	1.0	4.0			3.0	4.0	4.0	4.0		5.0	5.0		4.0	4.0	4.0	4.0	4.0	5.0	4.0	5.0	4.0												4.0	5.0	4.0	2.0	5.0	4.0							3.0	3.0	3.0	4.0	5.0
1388	Male	1992.0	Public	Communicator or equivalent 	3.0	3.0	5.0	4.0	2.0	4.0	4.0	1.0	4.0	5.0	4.0	1.0	4.0	3.0	3.0	3.0	5.0	5.0	5.0	5.0	5.0	5.0	5.0	5.0	5.0	2.0	2.0	2.0	1.0	2.0	4.0	4.0	2.0	3.0	4.0	1.0	5.0	5.0	2.0	4.0	5.0	2.0	5.0	4.0	3.0	4.0	2.0	2.0	4.0	4.0	5.0	3.0	5.0
1389	Female	1964.0	Public	Coworker	5.0	5.0	5.0	5.0	4.0	5.0	1.0	1.0	5.0	5.0	5.0	1.0	3.0	4.0	1.0	4.0	3.0	4.0		4.0		5.0	5.0	4.0	5.0						5.0	5.0	5.0	4.0	5.0	4.0	5.0	5.0	5.0	4.0	5.0	4.0							3.0	3.0	4.0	3.0	5.0
1390	Female	1983.0	Public	Communicator or equivalent 	4.0	5.0	5.0	4.0	2.0	3.0			3.0	5.0	4.0	4.0	4.0	4.0	4.0	4.0	5.0	4.0	4.0	4.0	4.0	5.0	4.0	3.0	5.0						4.0	5.0	2.0	4.0	5.0	2.0	5.0	5.0	4.0	4.0	5.0	4.0	4.0	4.0	3.0	2.0	2.0	3.0	3.0	2.0	5.0	1.0	3.0
1391	Male	1978.0	Public	Manager	5.0	3.0	4.0	5.0	4.0	4.0	2.0	2.0	5.0	5.0	5.0	1.0	4.0	5.0	2.0	2.0	2.0	4.0							3.0						4.0	5.0	3.0	3.0	5.0	2.0	4.0	4.0	4.0	4.0	4.0	4.0	4.0	4.0	5.0	4.0	4.0	4.0	4.0	3.0	4.0	3.0	3.0
1392	Female	1964.0	Public	Coworker	4.0	4.0	4.0	4.0	1.0	4.0	3.0	1.0	5.0	5.0	4.0	4.0	1.0	4.0	1.0	4.0	1.0	4.0	5.0	4.0	4.0	5.0	5.0	2.0							4.0	4.0	5.0	3.0	5.0	2.0	5.0	5.0	5.0	4.0	4.0	3.0	5.0	5.0	5.0				3.0	3.0	2.0	2.0	5.0
1393	Female	1979.0	Public	Coworker	4.0	3.0	2.0	4.0	4.0	5.0	1.0	5.0	5.0	5.0	4.0	1.0	1.0	4.0	2.0	5.0	2.0	4.0	5.0	4.0	5.0	5.0	5.0	2.0	5.0						4.0	5.0	2.0	2.0	4.0	2.0	5.0	5.0	4.0	4.0	5.0	4.0	4.0	2.0	4.0	5.0	4.0	4.0	4.0	4.0	5.0	4.0	4.0
1394	Female	1957.0	Public	Coworker	4.0	3.0	3.0	4.0	2.0	4.0	2.0	1.0	3.0	4.0	4.0	3.0	4.0	4.0	3.0	5.0	3.0		4.0	3.0	4.0	4.0	4.0	3.0	4.0						4.0	5.0	4.0	4.0	5.0	4.0	4.0	5.0	5.0	5.0	4.0	5.0	5.0	5.0	5.0	2.0	2.0	2.0	3.0	3.0	3.0	2.0	3.0
1395	Female	1986.0	Public	Coworker	5.0	4.0	4.0	4.0	2.0	5.0	2.0	1.0	5.0	5.0	4.0	3.0	4.0	4.0	2.0	2.0	2.0	5.0	4.0	3.0	3.0	4.0	4.0	4.0	5.0						3.0	5.0	4.0	2.0	4.0	4.0	4.0	5.0	5.0	4.0	4.0	5.0	4.0	5.0	5.0	4.0	4.0	4.0	4.0		4.0	4.0	4.0
1396	Female	1989.0	Public	Coworker	2.0	4.0	5.0	4.0	2.0			4.0	4.0	4.0	4.0	5.0	4.0	4.0	4.0	5.0	5.0	5.0	5.0	4.0	5.0	5.0	5.0	5.0	5.0						4.0	4.0	5.0	5.0	5.0	4.0		5.0	5.0	5.0	5.0	5.0	4.0	4.0	5.0					3.0		5.0	5.0
1397	Male	1986.0	Public	Coworker	2.0	3.0	4.0	4.0	2.0	3.0			4.0	4.0		2.0	5.0	5.0	3.0	5.0	1.0	4.0	5.0	5.0	4.0	5.0	3.0	3.0	2.0						4.0	4.0	5.0	3.0	4.0	5.0	4.0	4.0	5.0	4.0	4.0	4.0	2.0	1.0	1.0				2.0	2.0	5.0	4.0	3.0
1398	Male	1956.0	Public	Coworker	5.0	5.0	5.0	4.0	4.0				5.0	5.0	5.0	3.0	4.0	4.0	3.0	5.0	4.0	4.0		4.0	4.0	4.0	3.0		4.0						4.0	4.0	4.0	4.0	4.0	4.0	4.0	4.0	4.0	4.0	4.0	4.0	3.0	3.0	3.0				3.0	3.0	4.0	3.0	4.0
1399	Male	1974.0	Public	Coworker	3.0	2.0	3.0	2.0	2.0	4.0			5.0	5.0	2.0	3.0	4.0	3.0	2.0	3.0	4.0	2.0	4.0	4.0	3.0	5.0	4.0	2.0	3.0						4.0	5.0	4.0	1.0	4.0	2.0	4.0	4.0	4.0	2.0	4.0	2.0	4.0	4.0	3.0	4.0	4.0	4.0	3.0	3.0	5.0	2.0	5.0
1400	Female	1964.0	Public	Coworker	4.0	3.0	3.0	2.0	2.0	3.0	3.0	3.0	4.0	4.0	3.0	4.0	4.0	4.0	2.0	1.0	2.0	4.0	4.0	3.0	4.0	5.0	5.0	5.0	4.0						5.0	5.0	4.0	3.0	5.0	1.0	5.0	4.0	5.0	4.0	5.0	4.0	4.0	2.0	2.0	2.0	2.0	2.0	4.0	4.0	5.0	2.0	4.0
1401	Female	1951.0	Public	Coworker	2.0	2.0	4.0	3.0	2.0	3.0			2.0	4.0	3.0		1.0	2.0	3.0	4.0	2.0	1.0	4.0	5.0	4.0	3.0	3.0	3.0							4.0	4.0	4.0	3.0	4.0	3.0	5.0	5.0	3.0	4.0	5.0	3.0							3.0	3.0	2.0	2.0	4.0
1402	Female	1951.0	Public	Coworker	5.0	4.0	4.0	3.0	3.0			1.0	4.0	4.0	4.0		3.0	4.0	3.0	5.0	3.0	4.0	4.0	4.0	5.0	5.0	5.0	5.0	4.0						5.0	5.0	5.0	4.0		4.0	5.0	5.0	5.0	5.0		4.0	5.0	4.0	4.0				3.0	3.0	3.0	4.0	5.0
1403	Female	1976.0	Public	Coworker	5.0	4.0	5.0	5.0	3.0	4.0				5.0	3.0	1.0	3.0	3.0	3.0	1.0	1.0	3.0	5.0	5.0	5.0	5.0	5.0	5.0	5.0						4.0	4.0	2.0	3.0	4.0	2.0	3.0	5.0	4.0	3.0	3.0	4.0											
1404	Male	1967.0	Public	Coworker	4.0	4.0	4.0	4.0	4.0	4.0	3.0	3.0	4.0	4.0	5.0	3.0	4.0	4.0	4.0	4.0	4.0	4.0	4.0	4.0	4.0	4.0	4.0	4.0	4.0						5.0	5.0	4.0	4.0	5.0	4.0	5.0	5.0	4.0	4.0	5.0	4.0	4.0	4.0	4.0	3.0	3.0	3.0	4.0	4.0	4.0	3.0	3.0
1405	Female	1973.0	Public	Coworker	4.0	4.0	4.0	4.0	4.0	4.0	2.0	2.0	4.0	4.0	4.0	3.0	4.0	4.0	4.0	4.0	4.0	4.0	5.0	5.0	4.0	4.0	5.0	5.0	5.0						5.0	5.0	5.0	4.0	5.0	4.0	5.0	5.0	5.0	5.0	5.0	5.0	5.0	5.0	5.0	5.0	5.0	4.0	4.0	4.0	5.0	4.0	
1406	Male	1952.0	Public	Coworker	5.0	4.0	5.0	4.0	3.0	5.0	1.0	1.0	5.0	5.0	4.0	1.0	3.0	4.0	3.0	5.0	3.0	3.0	4.0	5.0	3.0	4.0	3.0	4.0	2.0						4.0	4.0	4.0	3.0	4.0	2.0	4.0	5.0	4.0	4.0	4.0	4.0	4.0	5.0	4.0	2.0	2.0	2.0	3.0	3.0	4.0	3.0	4.0
1407	Female	1979.0	Public	Coworker	4.0	3.0	3.0	4.0	2.0	3.0	3.0	3.0	4.0	4.0	4.0	5.0	5.0	4.0	4.0		4.0	5.0	4.0	4.0	3.0	4.0	4.0	3.0	5.0						4.0	5.0	3.0	2.0	4.0	2.0	5.0	5.0	4.0	4.0	4.0	2.0	4.0	4.0	2.0	4.0	4.0	4.0	4.0	3.0	4.0	4.0	5.0
1408	Female	1968.0	Public	Coworker	4.0	2.0	4.0	4.0	3.0	4.0	3.0	2.0	4.0	5.0	4.0	2.0	4.0	5.0	3.0	4.0	1.0	4.0	5.0	4.0	4.0	5.0	4.0	5.0	5.0						5.0	5.0	4.0	4.0	5.0	3.0	5.0	5.0	5.0	4.0	5.0	3.0	4.0			4.0			4.0	3.0	5.0	4.0	5.0
1409	Female	1983.0	Public	Coworker	5.0	4.0	3.0	3.0	2.0	3.0	3.0	3.0	2.0	4.0	3.0	4.0	4.0	4.0	5.0	3.0	3.0	4.0	4.0	4.0	4.0	5.0	5.0	2.0	4.0						2.0	2.0	2.0	2.0	3.0	4.0	5.0	5.0	4.0	4.0	5.0	4.0	2.0	2.0	2.0				3.0		4.0	2.0	5.0
1410	Male	1961.0	Public	Coworker	4.0	2.0	3.0	2.0	2.0				2.0	4.0	3.0	2.0	4.0	4.0	4.0	5.0	3.0	4.0	4.0	4.0	4.0	5.0	4.0	4.0							4.0	4.0	3.0	2.0	4.0	2.0	5.0	5.0	5.0	5.0	5.0	4.0	2.0	2.0	2.0				3.0	3.0	5.0	3.0	4.0
1411	Male	1972.0	Public	Manager	4.0	4.0	5.0	5.0	4.0	4.0	3.0	3.0	5.0	5.0	5.0	1.0	4.0	4.0	2.0	3.0	2.0	2.0							4.0						5.0	5.0	3.0	3.0	5.0	4.0	4.0	5.0	4.0	4.0	4.0	4.0	2.0	2.0	2.0				2.0	3.0	4.0	4.0	5.0
1412	Female	1974.0	Public	Coworker	4.0	4.0	5.0	5.0	3.0	4.0			4.0	5.0	4.0	3.0	4.0	4.0	2.0	5.0	3.0	4.0	5.0	4.0	4.0	5.0	5.0	5.0	4.0						5.0	5.0	4.0	2.0	4.0	2.0	5.0	5.0	3.0	4.0	5.0	3.0	4.0	4.0	4.0				4.0		5.0	2.0	4.0
1413	Female	1976.0	Public	Coworker	4.0	3.0	4.0	5.0	4.0	5.0	1.0		5.0	5.0	4.0	1.0	3.0	4.0	2.0	2.0	2.0	2.0	4.0	4.0	4.0	5.0	3.0	2.0	4.0						4.0	4.0		2.0	2.0	4.0	5.0	4.0		3.0	4.0	4.0	4.0	4.0	4.0				3.0	3.0	2.0	2.0	4.0
1414	Female	1958.0	Public	Coworker	4.0	4.0	4.0	4.0	2.0	4.0	3.0	2.0	4.0	4.0	4.0	4.0	5.0	4.0	4.0	5.0	3.0	3.0	4.0	4.0	4.0	5.0	5.0	4.0	5.0						5.0	5.0	4.0	4.0	5.0	4.0	5.0	5.0	4.0	4.0	5.0	4.0	4.0	4.0	4.0	4.0	4.0	4.0	4.0	5.0	5.0	5.0	5.0
1415	Male	1981.0	Public	Coworker	4.0	5.0	4.0	4.0	4.0	4.0	2.0		4.0	4.0	4.0	3.0	4.0	4.0	3.0	4.0	3.0	4.0	4.0	4.0	3.0	4.0	4.0	3.0	4.0						5.0	4.0	3.0	4.0	5.0	4.0	4.0	4.0	4.0	4.0		4.0	4.0	4.0	4.0	4.0	4.0	4.0	5.0	4.0	4.0	3.0	3.0
1416	Female	1961.0	Public	Manager	4.0	4.0	5.0	4.0	2.0	4.0	4.0	4.0	2.0	5.0	4.0	1.0	4.0	2.0	4.0	4.0	4.0	2.0							5.0						5.0	5.0	5.0	4.0	5.0	2.0	5.0	5.0	4.0	4.0	5.0	4.0	5.0	5.0	5.0	4.0	4.0	2.0	5.0	4.0	5.0	2.0	2.0
1417	Female	1980.0	Public	Coworker	5.0	4.0	4.0	4.0	2.0	3.0		1.0	5.0	5.0	5.0	1.0	4.0	3.0	2.0	3.0	2.0	2.0	5.0	5.0	5.0	5.0	5.0	5.0	4.0						4.0	4.0	2.0	3.0	4.0	4.0	4.0	5.0	5.0	4.0	5.0	5.0	2.0	2.0	2.0	1.0	1.0	1.0	2.0	2.0	5.0	4.0	5.0
1418	Female	1951.0	Public	Coworker	5.0	5.0	5.0	5.0	5.0	5.0	1.0	1.0	5.0	5.0	5.0		4.0	5.0		5.0		5.0	5.0	5.0	5.0	5.0	5.0		5.0						5.0	5.0	5.0	5.0	5.0	5.0	5.0	5.0	5.0	5.0	5.0	5.0	4.0	4.0	4.0								
1419	Female	1981.0	Public	Manager	2.0	2.0	5.0	4.0	4.0			5.0		4.0	4.0	4.0	1.0	3.0	2.0	2.0	2.0	2.0							5.0						5.0	5.0	4.0		5.0	4.0	5.0	4.0	4.0	1.0	4.0	4.0	4.0	4.0	4.0				4.0	3.0		1.0	5.0
1420	Male	1952.0	Public	Manager	4.0	4.0	5.0	5.0	3.0	5.0	2.0	2.0	5.0	4.0	5.0	2.0	2.0	4.0	4.0	4.0	2.0	5.0							4.0						4.0	4.0	4.0	3.0	4.0	4.0	5.0	4.0	5.0	5.0	4.0	4.0	3.0	3.0	2.0				4.0	4.0	5.0		4.0
1421	Female	1970.0	Public	Coworker	5.0	5.0	5.0	5.0	2.0	5.0	1.0	1.0	5.0	5.0	5.0	1.0	4.0	3.0	5.0	5.0	4.0	5.0	5.0	4.0	5.0	5.0	5.0	5.0	5.0						5.0	5.0	5.0	5.0	5.0	5.0	5.0	5.0	5.0	5.0	5.0	5.0	5.0	5.0	5.0	3.0	3.0	3.0	5.0	5.0	5.0	3.0	4.0
1422	Female	1960.0	Public	Coworker	5.0	4.0	4.0	3.0	4.0		1.0	1.0	4.0	4.0	4.0	1.0	4.0	3.0	4.0	4.0	3.0	4.0	4.0	4.0	4.0	5.0	5.0	4.0	4.0						4.0	5.0	4.0	4.0	5.0	4.0	4.0	4.0	4.0	5.0	5.0	4.0	4.0	3.0	4.0				4.0	3.0	4.0	3.0	4.0
1423	Female	1958.0	Public	Coworker	2.0	2.0	2.0	3.0	2.0	4.0	3.0	1.0	2.0	4.0	4.0	3.0	3.0	4.0	4.0	3.0	2.0	2.0	4.0	4.0	4.0	4.0	3.0	4.0	3.0						4.0	5.0	2.0	2.0	4.0	4.0	4.0	5.0	3.0	2.0	5.0	3.0	2.0	3.0	3.0				3.0	3.0	4.0	4.0	4.0
